DATA_COMPRA,COD_CLIENTE,COD_PRODUTO,NOME_PRODUTO
20200515,99AC9101,24632,CAIXA AMPLIFICADA CM-07 MONDIAL              
20200515,91199501,26571,SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        
20200515,9OC5JN01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200515,03108101,24716,RECEPTOR MIDIA BOX HDTV B3                   
20200515,99A99V01,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200514,80996701,25579,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    
20200514,99EYOL01,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200514,9OGYNB01,26581,SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB PT ONIX
20200514,99B90R01,24632,CAIXA AMPLIFICADA CM-07 MONDIAL              
20200514,9O2KDK01,21647,DVD D-15 KARAOKE MONDIAL                     
20200514,83460201,22617,CELULAR RIU-I R200 DB PRETO-VERMELHO         
20200514,99DJ2Q01,26573,SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       
20200514,70673901,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20200514,99HBLX01,26630,TABLET NB316 M7S 16GB QUAD CORE PRETO        
20200513,99PXK201,25933,TABLET NB304 M7 3G PLUS QUAD CORE PRETO      
20200513,99HGSF01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200513,55049501,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200513,99DJVN01,26571,SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        
20200513,99KC1X01,23319,TABLET NB247 M9-3G QC PRETO                  
20200512,99L64R01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200512,99EDBE01,24632,CAIXA AMPLIFICADA CM-07 MONDIAL              
20200512,99BJ2B01,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200512,99E8E701,21647,DVD D-15 KARAOKE MONDIAL                     
20200512,32765701,26571,SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        
20200512,99FQRB01,26583,SMARTPHONE MOTOROLA MOTO G8 PLUS 64GB AZUL SF
20200512,99PXK201,25354,"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        "
20200512,99HCPZ01,26326,"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL"
20200512,9ODE2H01,25580,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    
20200512,YYZ6HE01,26572,SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    
20200511,99C5ZC01,25354,"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        "
20200511,23736101,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200511,99IL5P01,26630,TABLET NB316 M7S 16GB QUAD CORE PRETO        
20200511,66927601,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200511,28231001,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200511,94157001,26387,SMARTPHONE LG K8 PLUS PLATINUM               
20200511,9O7FQV01,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20200511,90710701,26525,SMARTPHONE LG K12 MAX AZUL                   
20200511,91267101,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200511,77731501,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200511,9O4RY201,24632,CAIXA AMPLIFICADA CM-07 MONDIAL              
20200511,99MM9O01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200511,56089901,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200511,40324701,26571,SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        
20200510,70000101,21255,CELULAR BLU TANK II T193 DB PRETO VERMELHO   
20200510,99G11Q01,21647,DVD D-15 KARAOKE MONDIAL                     
20200509,33272701,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200509,56750901,26243,SUPORTE UNIV. BEDIN BU-25                    
20200509,56750901,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200509,56750901,26243,SUPORTE UNIV. BEDIN BU-25                    
20200509,95390801,25354,"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        "
20200509,99C7P401,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200509,99E4OU01,26326,"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL"
20200509,99EBG801,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200509,56772201,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200509,49664001,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200509,56089901,26326,"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL"
20200509,9NZL5G01,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200508,30784301,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200508,30784301,22617,CELULAR RIU-I R200 DB PRETO-VERMELHO         
20200508,62639601,25193,SMARTPHONE SAMSUNG GAL J6 32GB PRATA         
20200508,99KVHW01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200508,9O8J4H01,26587,SMARTPHONE MOTOROLA MOTO ONE MACRO 64GB VIOL 
20200508,48100001,26326,"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL"
20200508,9OF89G01,26015,SMARTPHONE SAMSUNG GAL A50  A505 64GB PRETO  
20200508,55189201,22618,CELULAR RIU-I R200 DB PRETO-AMARELO          
20200508,33272701,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200507,99D4SR01,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200507,10300101,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20200507,53955301,26548,SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    
20200507,35235001,26571,SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        
20200507,03723901,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200507,99GRR501,26583,SMARTPHONE MOTOROLA MOTO G8 PLUS 64GB AZUL SF
20200507,99JYZA01,25250,SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    
20200507,99BOWV01,25356,"TELEVISOR SMART 49"" UN49J5290 SAMSUNG        "
20200506,YYYN5E01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200506,44905401,24913,SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN
20200506,17884501,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200506,9O7S9601,26100,TABLET NB736 MINI MS50G PRETO                
20200506,93020601,26582,SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB VERM   
20200506,99E4OU01,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20200506,9O0TLN01,26605,SMARTPHONE LG K50S 32GB PRETO                
20200506,81852601,26524,SMARTPHONE LG K12 MAX PRETO                  
20200505,9ORD6801,26548,SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    
20200505,99C16W01,25355,"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        "
20200505,9O63GE01,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200505,99PRBI01,24913,SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN
20200505,32427301,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200505,99E4OU01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200505,17544201,26574,SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      
20200505,99BJ2B01,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200505,80996701,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200505,99E3HM01,26575,SMARTPHONE SAMSUNG GAL A30S 64GB VIOLETA     
20200504,9NY2C201,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200504,9NY2C201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200504,99DWCK01,26583,SMARTPHONE MOTOROLA MOTO G8 PLUS 64GB AZUL SF
20200504,99DWCK01,26584,SMARTPHONE MOTOROLA MOTO G8 PLUS 64GB CEREJA 
20200504,30463601,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200504,99C22S01,26574,SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      
20200504,9O4SBT01,26327,"TELEVISOR SMART 55"" 55P8M 4K UHD BLT SEMP TCL"
20200504,20511801,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200504,9ODD8E01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200503,9O4I2301,26326,"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL"
20200503,19739001,26605,SMARTPHONE LG K50S 32GB PRETO                
20200503,9O7CLW01,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200503,13415901,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200502,9OQF7B01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200502,9O3YCP01,25356,"TELEVISOR SMART 49"" UN49J5290 SAMSUNG        "
20200502,9NYYDZ01,23278,CELULAR RIU FLIP 2.4 DB VERMELHO             
20200501,49664001,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200501,49664001,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200501,99HN9901,26572,SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    
20200501,99BII901,26574,SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      
20200501,99DN0M01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200501,99DN0M01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200430,32765701,26572,SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    
20200430,32765701,22188,CELULAR DL YC 130 DB PRETO                   
20200430,13415901,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200430,99BQUT01,26524,SMARTPHONE LG K12 MAX PRETO                  
20200430,99BQUT01,26526,SMARTPHONE LG K12 MAX PLATINUM               
20200430,9OM70E01,26528,SMARTPHONE LG K40S LMX430 BMW AZUL           
20200429,99BULJ01,25933,TABLET NB304 M7 3G PLUS QUAD CORE PRETO      
20200429,99C06201,26574,SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      
20200429,99F21C01,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200428,99GOIO01,25330,SMARTPHONE BLU STUDIO J1 PRETO               
20200428,19780501,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20200428,9OJGC901,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200428,43561701,26525,SMARTPHONE LG K12 MAX AZUL                   
20200428,9O9YRB01,26526,SMARTPHONE LG K12 MAX PLATINUM               
20200427,77731501,26528,SMARTPHONE LG K40S LMX430 BMW AZUL           
20200427,23230601,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200427,9OLBUA01,23319,TABLET NB247 M9-3G QC PRETO                  
20200426,99HUHR01,26606,SMARTPHONE LG K50S 32GB AZUL                 
20200426,9O2MZA01,26100,TABLET NB736 MINI MS50G PRETO                
20200425,48745701,25738,"TELEVISOR SMART 43"" PTV43E60SN LED PHILCO    "
20200425,98773601,26548,SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    
20200425,99G08K01,26548,SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    
20200425,37167301,26574,SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      
20200425,YYZEAO01,25250,SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    
20200424,99CS4H01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200424,99EXL001,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200424,99BVFN01,25441,SMARTPHONE SAMSUNG GALAXY J810M  64GB VIOLETA
20200424,99HCPZ01,26573,SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       
20200424,9OCDR601,22616,CELULAR RIU-I R200 DB PRETO-AZUL             
20200423,99KMUU01,15713,SUPORTE PRETO TV LCD 10 A 55 BR ART SBRP130  
20200423,99AU2H01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200423,9OJGC901,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200423,99BQCS01,25538,SMARTPHONE SAMSUNG GAL J6 64GB PRETO         
20200423,50419501,26572,SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    
20200423,9ORD6801,26326,"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL"
20200422,21216401,26573,SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       
20200422,99GYNJ01,26548,SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    
20200421,99ECSA01,26575,SMARTPHONE SAMSUNG GAL A30S 64GB VIOLETA     
20200421,9NZQ1901,25193,SMARTPHONE SAMSUNG GAL J6 32GB PRATA         
20200421,99ANA301,26387,SMARTPHONE LG K8 PLUS PLATINUM               
20200421,9O3JUU01,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200421,99K3SF01,26630,TABLET NB316 M7S 16GB QUAD CORE PRETO        
20200420,85982701,22616,CELULAR RIU-I R200 DB PRETO-AZUL             
20200419,53520001,21855,CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   
20200418,31410901,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20200418,31410901,26243,SUPORTE UNIV. BEDIN BU-25                    
20200418,34832201,25730,SMARTPHONE SAMSUNG GAL J4 CORE 16GB AZUL     
20200418,99F3AV01,26570,SMARTPHONE SAMSUNG GAL A20S 32GB PRETO       
20200418,19639901,25250,SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    
20200417,99GRR501,26573,SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       
20200417,33930701,25699,RADIO AUTOMOTIVO P3336 POP BT 4X25W PT       
20200417,33930701,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20200417,99ECW201,26571,SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        
20200416,90631101,26570,SMARTPHONE SAMSUNG GAL A20S 32GB PRETO       
20200415,9O3YCP01,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20200415,08990301,25193,SMARTPHONE SAMSUNG GAL J6 32GB PRATA         
20200414,08990301,26574,SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      
20200414,03723901,26569,SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       
20200411,99KY5801,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20200411,9OQBKY01,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200411,YYZ1Z101,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200411,03723901,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200409,99KVHW01,26528,SMARTPHONE LG K40S LMX430 BMW AZUL           
20200409,99KVHW01,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200408,99F1OW01,21255,CELULAR BLU TANK II T193 DB PRETO VERMELHO   
20200408,99EYOL01,25354,"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        "
20200408,99EYOL01,26574,SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      
20200405,18745201,20599,ROTEADOR RE160 300 MBPS NOVO (05)            
20200404,9OI6XW01,25933,TABLET NB304 M7 3G PLUS QUAD CORE PRETO      
20200404,9O0V7V01,25582,SMARTPHONE LG K11 PLUS DB DOURADO            
20200403,99C3ZV01,26570,SMARTPHONE SAMSUNG GAL A20S 32GB PRETO       
20200321,62232101,25193,SMARTPHONE SAMSUNG GAL J6 32GB PRATA         
20200321,99DM0U01,26247,SMARTPHONE LG K8 PLUS PRETO                  
20200321,9ON9NA01,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200321,9ON9NA01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200321,99DY7O01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200321,99DY7O01,15712,SUPORTE PRETO TV LCD 10 A 55 ART.SBRP120     
20200321,07072801,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20200321,48495301,24913,SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN
20200321,46145301,25676,SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR 
20200321,46145301,25676,SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR 
20200321,19489801,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20200321,79900801,25250,SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    
20200320,10545201,23431,MINI SYSTEM PH1700BT PHILCO                  
20200320,99K62U01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200320,99K62U01,26387,SMARTPHONE LG K8 PLUS PLATINUM               
20200320,9OFENC01,25580,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    
20200320,9OFENC01,26247,SMARTPHONE LG K8 PLUS PRETO                  
20200320,14626401,26386,SMARTPHONE LG K8 PLUS AZUL                   
20200320,9OQD0L01,25250,SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    
20200320,45938301,26578,SMARTPHONE MOTOROLA MOTO E6 PLUS 64GB AZ NET 
20200320,9O1WVD01,24524,BOX LINE OCM 3912 ONEAL                      
20200320,000SYN01,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20200319,99QEHV01,26572,SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    
20200319,45398301,24851,TABLET NB706 MINI MS50L PRETO/GRAFIT         
20200319,60977701,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200319,99DJNV01,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200319,74472101,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20200318,91267101,26432,AUTO RADIO AR-06 PRETO                       
20200318,00466801,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200318,08041301,26581,SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB PT ONIX
20200318,07554801,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200318,63133901,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20200317,10300101,22617,CELULAR RIU-I R200 DB PRETO-VERMELHO         
20200317,99FQRB01,26573,SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       
20200317,34508901,26630,TABLET NB316 M7S 16GB QUAD CORE PRETO        
20200316,38973701,26247,SMARTPHONE LG K8 PLUS PRETO                  
20200316,99FPDQ01,25582,SMARTPHONE LG K11 PLUS DB DOURADO            
20200316,9OLTO301,24913,SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN
20200316,20531601,26177,TABLET NB720 MINI MS45 4G PRETO              
20200316,99L6CB01,26581,SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB PT ONIX
20200316,99J9I701,25676,SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR 
20200314,99BY3G01,25983,SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH
20200314,89974801,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200313,28744501,26386,SMARTPHONE LG K8 PLUS AZUL                   
20200313,31527001,26581,SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB PT ONIX
20200312,17018901,25738,"TELEVISOR SMART 43"" PTV43E60SN LED PHILCO    "
20200312,17018901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200312,99EAB301,21647,DVD D-15 KARAOKE MONDIAL                     
20200312,18745201,26572,SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    
20200312,52293001,26013,SMARTPHONE SAMSUNG GAL A50  A505 64GB BRANCO 
20200312,97432801,25356,"TELEVISOR SMART 49"" UN49J5290 SAMSUNG        "
20200312,9O9YRB01,25367,TABLET NB729 MINI MS40G BRANCO               
20200312,99G3SV01,25435,TABLET NB732 MINI MS50X PRETO                
20200312,99G3SV01,25435,TABLET NB732 MINI MS50X PRETO                
20200312,99JX5801,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200311,9OFENC01,25354,"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        "
20200311,9OFENC01,25355,"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        "
20200311,9OFV0S01,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200311,29913301,25662,CELULAR RIU FLIP 2.4 DB AZUL                 
20200311,99CIHV01,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200311,99KUR201,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20200311,96087501,25356,"TELEVISOR SMART 49"" UN49J5290 SAMSUNG        "
20200310,23374501,24632,CAIXA AMPLIFICADA CM-07 MONDIAL              
20200310,56925201,25579,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    
20200310,95035501,26100,TABLET NB736 MINI MS50G PRETO                
20200310,24928801,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200310,99INI301,24368,ROTEADOR RE184 1200MBPS AC DUAL              
20200310,05939001,24913,SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN
20200309,99I5CI01,26631,TABLET NB317 M7S 16GB QUAD CORE BRANCO       
20200309,9OHPA001,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200309,88557301,21855,CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   
20200309,90272501,26387,SMARTPHONE LG K8 PLUS PLATINUM               
20200309,99BUOT01,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200309,99MNHV01,25546,"TELEVISOR SMART 32"" TC32FS600B PANASONIC     "
20200308,9OKXJD01,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200307,75321801,26548,SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    
20200307,99DLVK01,25250,SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    
20200307,99ML7I01,25193,SMARTPHONE SAMSUNG GAL J6 32GB PRATA         
20200307,9OKXA201,26247,SMARTPHONE LG K8 PLUS PRETO                  
20200307,9OJLXE01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200307,18328501,25884,CAIXA AMPLIFICADA MCO-07 MULTI CONNECT       
20200307,96420601,25738,"TELEVISOR SMART 43"" PTV43E60SN LED PHILCO    "
20200307,99BL1U01,26424,CAIXA AMPLIFICADA MCO-09 MULTI CONNECT       
20200307,52674801,21255,CELULAR BLU TANK II T193 DB PRETO VERMELHO   
20200307,9O1MFY01,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200306,99DCWI01,22506,ROTEADOR RE057 150MBPS 1 ANT.4PTS.LAN        
20200306,99DLVK01,25193,SMARTPHONE SAMSUNG GAL J6 32GB PRATA         
20200306,99J75W01,25250,SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    
20200306,9OQJNZ01,21603,DVD D-14 GAME STAR II MONDIAL                
20200306,9O5RCW01,25676,SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR 
20200306,99DOZS01,25580,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    
20200306,99DI4Q01,25579,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    
20200306,9OETXZ01,25579,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    
20200306,01813801,25676,SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR 
20200306,99JU4P01,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200305,9ODRML01,26548,SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    
20200305,99DMEW01,21603,DVD D-14 GAME STAR II MONDIAL                
20200305,99DMEW01,25250,SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    
20200305,99E4ZM01,26525,SMARTPHONE LG K12 MAX AZUL                   
20200305,99HOP901,26013,SMARTPHONE SAMSUNG GAL A50  A505 64GB BRANCO 
20200305,96420601,26582,SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB VERM   
20200305,67593701,26630,TABLET NB316 M7S 16GB QUAD CORE PRETO        
20200305,9OQ7OU01,25676,SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR 
20200305,13415901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200305,99ESOE01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200305,99ESOE01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200305,99DRUL01,26590,RADIO PORTATIL TR04B C/CD/BLUETOOTH SEMP     
20200305,9O7G8E01,24911,"TELEVISOR SMART 43"" S3900FS SEMP TCL         "
20200304,55632301,22618,CELULAR RIU-I R200 DB PRETO-AMARELO          
20200304,99E1RQ01,26386,SMARTPHONE LG K8 PLUS AZUL                   
20200304,99EXZV01,25676,SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR 
20200304,99EADI01,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20200304,9O2YPA01,25539,SMARTPHONE SAMSUNG GAL J6 64GB PRATA         
20200304,99LLYN01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200304,99LLYN01,26179,"TELEVISOR SMART 32"" S3900S SEMP TCL          "
20200304,99ERVQ01,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200304,99C1M801,25579,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    
20200303,25278901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200303,30962601,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200303,30962601,26571,SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        
20200303,9OK97Y01,25933,TABLET NB304 M7 3G PLUS QUAD CORE PRETO      
20200303,9OJXKG01,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200303,96267601,23432,MINI SYSTEM PH470BT  PHILCO                  
20200303,99JG4T01,25738,"TELEVISOR SMART 43"" PTV43E60SN LED PHILCO    "
20200303,99EYR901,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200303,03442201,26243,SUPORTE UNIV. BEDIN BU-25                    
20200303,99CEY501,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200303,99CGFL01,26247,SMARTPHONE LG K8 PLUS PRETO                  
20200303,16689401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200303,16689401,26179,"TELEVISOR SMART 32"" S3900S SEMP TCL          "
20200302,25278901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200302,25278901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200302,25278901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200302,25278901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
